Date,Close
6/30/2023 16:00:00,119.7
7/3/2023 13:05:00,119.9
7/5/2023 16:00:00,121.75
7/6/2023 16:00:00,120.11
7/7/2023 16:00:00,119.48
7/10/2023 16:00:00,116.45
7/11/2023 16:00:00,117.14
7/12/2023 16:00:00,118.93
7/13/2023 16:00:00,124.54
7/14/2023 16:00:00,125.42
7/17/2023 16:00:00,124.65
7/18/2023 16:00:00,123.76
7/19/2023 16:00:00,122.03
7/20/2023 16:00:00,119.2
7/21/2023 16:00:00,120.02
7/24/2023 16:00:00,121.53
7/25/2023 16:00:00,122.21
7/26/2023 16:00:00,129.27
7/27/2023 16:00:00,129.4
7/28/2023 16:00:00,132.58
7/31/2023 16:00:00,132.72
8/1/2023 16:00:00,131.55
8/2/2023 16:00:00,128.38
8/3/2023 16:00:00,128.45
8/4/2023 16:00:00,128.11
8/7/2023 16:00:00,131.53
8/8/2023 16:00:00,131.4
8/9/2023 16:00:00,129.66
8/10/2023 16:00:00,129.69
8/11/2023 16:00:00,129.56
8/14/2023 16:00:00,131.33
8/15/2023 16:00:00,129.78
8/16/2023 16:00:00,128.7
8/17/2023 16:00:00,129.92
8/18/2023 16:00:00,127.46
8/21/2023 16:00:00,128.37
8/22/2023 16:00:00,129.08
8/23/2023 16:00:00,132.37
8/24/2023 16:00:00,129.78
8/25/2023 16:00:00,129.88
8/28/2023 16:00:00,131.01
8/29/2023 16:00:00,134.57
8/30/2023 16:00:00,135.88
8/31/2023 16:00:00,136.17
9/1/2023 16:00:00,135.66
9/5/2023 16:00:00,135.77
9/6/2023 16:00:00,134.46
9/7/2023 16:00:00,135.26
9/8/2023 16:00:00,136.38
9/11/2023 16:00:00,136.92
9/12/2023 16:00:00,135.34
9/13/2023 16:00:00,136.71
9/14/2023 16:00:00,138.1
9/15/2023 16:00:00,137.4
9/18/2023 16:00:00,138.21
9/19/2023 16:00:00,138.04
9/20/2023 16:00:00,133.74
9/21/2023 16:00:00,130.44
9/22/2023 16:00:00,130.25
9/25/2023 16:00:00,131.11
9/26/2023 16:00:00,128.57
9/27/2023 16:00:00,130.54
9/28/2023 16:00:00,132.31
9/29/2023 16:00:00,130.86
10/2/2023 16:00:00,134.17
10/3/2023 16:00:00,132.43
10/4/2023 16:00:00,135.24
10/5/2023 16:00:00,135.07
10/6/2023 16:00:00,137.58
10/9/2023 16:00:00,138.42
10/10/2023 16:00:00,138.06
10/11/2023 16:00:00,140.55
10/12/2023 16:00:00,138.97
10/13/2023 16:00:00,137.36
10/16/2023 16:00:00,139.1
10/17/2023 16:00:00,139.72
10/18/2023 16:00:00,137.96
10/19/2023 16:00:00,137.75
10/20/2023 16:00:00,135.6
10/23/2023 16:00:00,136.5
10/24/2023 16:00:00,138.81
10/25/2023 16:00:00,125.61
10/26/2023 16:00:00,122.28
10/27/2023 16:00:00,122.17
10/30/2023 16:00:00,124.46
10/31/2023 16:00:00,124.08
11/1/2023 16:00:00,126.45
11/2/2023 16:00:00,127.49
11/3/2023 16:00:00,129.1
11/6/2023 16:00:00,130.25
11/7/2023 16:00:00,130.97
11/8/2023 16:00:00,131.84
11/9/2023 16:00:00,130.24
11/10/2023 16:00:00,132.59
11/13/2023 16:00:00,132.09
11/14/2023 16:00:00,133.62
11/15/2023 16:00:00,134.62
11/16/2023 16:00:00,136.93
11/17/2023 16:00:00,135.31
11/20/2023 16:00:00,136.25
11/21/2023 16:00:00,136.97
11/22/2023 16:00:00,138.49
11/24/2023 13:05:00,136.69
11/27/2023 16:00:00,136.41
11/28/2023 16:00:00,137.2
11/29/2023 16:00:00,134.99
11/30/2023 16:00:00,132.53
12/1/2023 16:00:00,131.86
12/4/2023 16:00:00,129.27
12/5/2023 16:00:00,130.99
12/6/2023 16:00:00,130.02
12/7/2023 16:00:00,136.93
12/8/2023 16:00:00,134.99
12/11/2023 16:00:00,133.29
12/12/2023 16:00:00,132.52
12/13/2023 16:00:00,132.57
12/14/2023 16:00:00,131.94
12/15/2023 16:00:00,132.6
12/18/2023 16:00:00,135.8
12/19/2023 16:00:00,136.65
12/20/2023 16:00:00,138.34
